X,Y,OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,ORIG_FID,GlobalID
-80.381076766843037,37.351754540716328,844,APPA,Generated from APPA centerline (Casey Reese)  buffered 500 feet,Appalachian National Scenic Trail,2013-12-18T00:00:00.000Z,ME,NE,2766084,National Scenic Trail,Legacy, , ,10,da6dd1f8-dcd2-4531-890a-163be30d9e67
-75.249624419824968,38.039027290792703,845,ASIS,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Assateague Island National Seashore,2013-12-18T00:00:00.000Z,MD,NE,589056,National Seashore,Legacy, , ,11,8646b909-1b9b-4300-a65f-200e131b7178
-81.081152822209873,25.970432921376172,846,BICY,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Big Cypress National Preserve,2013-12-18T00:00:00.000Z,FL,SE,302659,National Preserve,Legacy, , ,12,4d274cd1-8087-4fd0-990a-cae9ced2ce31
-84.665121703642342,36.534665624465021,847,BISO,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Big South Fork National River and Recreation Area,2013-12-18T00:00:00.000Z,TN,SE,1309762,National River and Recreation Area,Legacy, , ,13,c0cf800f-9214-45a5-a069-6ad60a1c7906
-81.070564655738764,36.436498625276812,848,BLRI,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Blue Ridge Parkway,2013-12-18T00:00:00.000Z,NC,NT,1009494,Parkway,Legacy, , ,14,0183559b-4c72-4e85-9849-72f0b496c519
-80.960820269441768,37.589963876979731,849,BLUE,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Bluestone National Scenic River,2013-12-18T00:00:00.000Z,WV,NE,1877617,National Scenic River,Legacy, , ,15,60e71494-95a3-4146-8459-77b928317ae3
-75.531193531187583,35.242411975402447,850,CAHA,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Cape Hatteras National Seashore,2013-12-18T00:00:00.000Z,NC,SE,982628,National Seashore,Legacy, , ,16,13aa7816-e44a-4c57-8d4c-aba2da058731
-76.190039256921281,34.95824425036411,851,CALO,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Cape Lookout National Seashore,2013-12-18T00:00:00.000Z,NC,SE,1000889,National Seashore,Legacy, , ,17,f03fb3e0-0cd6-4a0a-8f91-d03add2314cb
-84.266764706282814,33.972410535021375,852,CHAT,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Chattahoochee River National Recreation Area,2013-12-18T00:00:00.000Z,GA,SE,1688073,National Recreation Area,Legacy, , ,18,89bb0118-ea19-460a-80c4-deda11d6f1cd
-85.254011909057851,34.918969033030308,853,CHCH,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Chickamauga and Chattanooga National Military Park,2013-12-18T00:00:00.000Z,GA,SE,330990,National Military Park,Legacy, , ,19,58927576-6bb9-4a2a-81e0-acff86fa8148
-77.944841910149052,39.599651601990153,854,CHOH,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Chesapeake and Ohio Canal National Historical Park,2013-12-18T00:00:00.000Z,DC,NC,583731,National Historical Park,Legacy, , ,20,3e7c3a09-14c7-4319-818d-b1e4bb846796
-81.452533849066839,30.858526642164232,855,CUIS,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Cumberland Island National Seashore,2013-12-18T00:00:00.000Z,GA,SE,325829,National Seashore,Legacy, , ,21,9d82a309-4f28-433e-bbe9-e9888fd0a430
-80.88182401337437,25.372167622977642,856,EVER,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Everglades National Park,2013-12-18T00:00:00.000Z,FL,SE,293666,National Park,Legacy, , ,22,cba0211f-ecc5-42a1-8ae9-9295acc416cd
-72.994352263880387,40.691829649601068,857,FIIS,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Fire Island National Seashore,2013-12-18T00:00:00.000Z,NY,NE,970121,National Seashore,Legacy, , ,23,c77d8e7f-512f-4c77-9826-9101a283188e
-75.709387608959986,35.936368266174831,858,FORA,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Fort Raleigh National Historic Site,2013-12-18T00:00:00.000Z,NC,SE,985324,National Historic Site,Legacy, , ,24,5c45765d-aa49-41f2-933e-0d4d6a7c6706
-81.004201996806728,38.206142002753843,859,GARI,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Gauley River National Recreation Area,2013-12-18T00:00:00.000Z,WV,NE,1741168,National Recreation Area,Legacy, , ,25,d0aeaf58-8aca-4680-a45c-40962a8680bd
-83.526275316575877,35.609274713431098,860,GRSM,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Great Smoky Mountains National Park,2013-12-18T00:00:00.000Z,NC,SE,1018241,National Park,Legacy, , ,26,331a3c1d-b8e6-461f-b1db-862c9b91a112
-75.146925213975834,39.945373702461147,861,INDE,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Independence National Historical Park,2013-12-18T00:00:00.000Z,PA,NE,1177725,National Historical Park,Legacy, , ,27,6d49d9e5-d0dc-46fa-9605-61654b78dabe
-88.828422521831172,48.010954845029055,862,ISRO,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Isle Royale National Park,2013-12-18T00:00:00.000Z,MI,MW,1616980,National Park,Legacy, , ,28,5e5c6b0d-7358-46b0-b0a0-9df3e7ace976
-101.69709843106881,35.595856908928894,863,LAMR,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Lake Meredith National Recreation Area,2013-12-18T00:00:00.000Z,TX,IM,1384770,National Recreation Area,Legacy, , ,29,52e492d2-3abf-48d1-9fa2-72ecd6559a5d
-71.330942852999485,42.646465734920362,864,LOWE,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Lowell National Historical Park,2013-12-18T00:00:00.000Z,MA,NE,1888940,National Historical Park,Legacy, , ,30,03cc042b-fcf5-4341-a6ed-1c58cd4f498f
-92.930111560706919,44.772234862850773,865,MISS,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Mississippi National River and Recreation Area,2013-12-18T00:00:00.000Z,MN,MW,1888944,National River and Recreation Area,Legacy, , ,31,af433225-2bba-4e6c-ad47-1c164f4782a6
-116.278022050403905,45.794279287683686,866,NEPE,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Nez Perce National Historical Park,2013-12-18T00:00:00.000Z,WA,PW,394735,National Historical Park,Legacy, , ,32,d6e9368e-3b8b-4a69-ae95-61dcaa955aaf
-80.989704364015751,37.840264693337559,867,NERI,LEGACY: NPS Inventory and Monitoring Program Data from 2008,New River Gorge National River,2013-12-18T00:00:00.000Z,VA,NE,1877618,National River,Legacy, , ,33,2e176e17-fdb5-442d-9838-f00748dd9e73
-84.722447778838387,36.084580160785059,868,OBRI,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Obed Wild and Scenic River,2013-12-18T00:00:00.000Z,TN,SE,1309684,Wild and Scenic River,Legacy, , ,34,4d01e519-7384-412c-a644-1606f591744e
-91.408741014604544,32.635298452613505,869,POPO,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Poverty Point National Monument,2013-12-18T00:00:00.000Z,LA,SE,1888953,National Monument,Legacy, , ,35,b78cfe61-afb4-4e48-93c8-507d22306edc
-124.031655084019562,41.37133097014511,870,REDW,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Redwood National Park,2013-12-18T00:00:00.000Z,CA,PW,277109,National Park,Legacy, , ,36,ebc8304f-1060-4eae-a132-d1c20a3d9828
-102.52897061841081,29.757557330452077,871,RIGR,Generated from NHDFlowline high resolution feature class,Rio Grande Wild and Scenic River,2013-12-18T00:00:00.000Z,TX,IM,2766087,Wild and Scenic River,Legacy, , ,37,a7ccddd4-332d-48e2-8f8c-5d5f793edc4b
-66.117490204552169,18.468843490818212,872,SAJU,LEGACY: NPS Inventory and Monitoring Program Data from 2008,San Juan National Historic Site,2013-12-18T00:00:00.000Z,PR,SE,1879024,National Historic Site,Legacy, , ,38,48f4c660-6246-4952-b763-ace601eb409d
-78.676199628548872,38.281065415065186,873,SHEN,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Shenandoah National Park,2013-12-18T00:00:00.000Z,VA,NE,1488805,National Park,Legacy, , ,39,5e86b21c-ce05-4d35-8035-83dbc2265017
-88.342131021445766,35.138522043363494,874,SHIL,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Shiloh National Battlefield,2013-12-18T00:00:00.000Z,MS,SE,1270094,National Battlefield,Legacy, , ,40,77b283a4-b78b-4d27-ad0e-e8524987124f
-86.015218879159434,45.11160541658132,875,SLBE,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Sleeping Bear Dunes National Lakeshore,2013-12-18T00:00:00.000Z,MI,MW,638101,National Lakeshore,Legacy, , ,41,6fff72dd-b1de-4361-ba5c-42b46e53f486
-75.670372506851166,41.407575136600137,876,STEA,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Steamtown National Historic Site,2013-12-18T00:00:00.000Z,PA,NE,1877509,National Historic Site,Legacy, , ,42,eb9c43de-db4a-442b-93be-2cac33bec0e1
-86.434080035168407,35.873187492023249,877,STRI,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Stones River National Battlefield,2013-12-18T00:00:00.000Z,TN,SE,1888964,National Battlefield,Legacy, , ,43,93e8745c-2965-4382-8ec4-5410bb43c344
-81.471408324552002,30.431089835761373,878,TIMU,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Timucuan Ecological and Historic Preserve,2013-12-18T00:00:00.000Z,FL,SE,2733416,Ecological and Historic Preserve,Legacy, , ,44,aead8365-7f0c-4c4a-a404-e90f8384dc1a
-90.843097237838336,32.36451085112504,879,VICK,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Vicksburg National Military Park,2013-12-18T00:00:00.000Z,LA,SE,679217,National Military Park,Legacy, , ,45,5943be86-3c5a-4f1a-9d60-62520670e4be
-78.316086089452256,38.99237929600568,880,CEBE,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBE/Metadata/cebe_metadata.xml,Cedar Creek and Belle Grove National Historical Park,2005-04-07T00:00:00.000Z,VA,NE,1985663,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048148#Cedar Creek Belle Grove National Historical Park,Cedar Creek & Belle Grove,46,d959dad2-ed74-46c8-922c-d4c941b67403
-107.428636290731319,45.565053788348223,881,LIBI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBI/Metadata/libi_metadata.xml,Little Bighorn Battlefield National Monument,2005-02-23T00:00:00.000Z,MT,IM,806297,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048009#Little Bighorn Battlefield National Monument,Little Bighorn Battlefield,47,d099a7c6-9730-447b-aaec-ae9ec962e863
-103.971042762794909,36.781710678398817,882,CAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVO/Metadata/cavo_metadata.xml,Capulin Volcano National Monument,2004-07-22T00:00:00.000Z,NM,IM,936867,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047927#Capulin Volcano National Monument,Capulin Volcano,48,6815a907-e7d7-4e46-8d08-fe8516db3be6
-109.451131712652568,32.149259156412725,883,FOBO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBO/Metadata/fobo_metadata.xml,Fort Bowie National Historic Site,2004-05-12T00:00:00.000Z,AZ,IM,1888916,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047958#Fort Bowie National Historic Site,Fort Bowie,49,a5032469-562d-49c4-acf0-e5384ff8515b
-108.273295820971285,33.227609712114329,884,GICL,Lands - http://landsnet.nps.gov/tractsnet/documents/GICL/Metadata/gicl_metadata.xml,Gila Cliff Dwellings National Monument,2004-05-10T00:00:00.000Z,NM,IM,928945,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047972#Gila Cliff Dwellings National Monument,Gila Cliff Dwellings,50,6b98902b-fb9d-487b-9979-42c63ee284ec
-77.530039259948722,38.820771032329034,885,MANA,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,Manassas National Battlefield Park,2004-06-29T00:00:00.000Z,VA,NC,1470042,National Battlefield Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048179#Manassas National Battlefield Park,Manassas,51,88c3255a-bda7-400d-983e-99de65886dbf
-111.047763984624297,31.572830494541179,886,TUMA,Lands - http://landsnet.nps.gov/tractsnet/documents/TUMA/Metadata/tuma_metadata.xml,Tumacacori National Historical Park,2003-04-22T00:00:00.000Z,AZ,IM,35519,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2239936#Tumacacori National Historical Park,Tumacácori,52,fb3deb85-0078-4165-babe-2f91243a373a
-112.02790703524802,34.772963338982166,887,TUZI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUZI/Metadata/tuzi_metadata.xml,Tuzigoot National Monument,2003-11-21T00:00:00.000Z,AZ,IM,35601,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048056#Tuzigoot National Monument,Tuzigoot,53,22ae6637-e3a2-4333-8e63-ce1d76dc51eb
-108.685954846561955,37.248954444270531,888,YUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/YUHO/Metadata/yuho_metadata.xml,Yucca House National Monument,2003-11-19T00:00:00.000Z,CO,IM,202628,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048070#Yucca House National Monument,Yucca House,54,a14d0c13-35bd-4050-898c-3f38cb8f63f3
-77.263554082118645,38.937931897740064,889,WOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/WOTR/Metadata/wotr_metadata.xml,Wolf Trap National Park for the Performing Arts,2004-11-03T00:00:00.000Z,VA,NC,1888974,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048198#Wolf Trap National Park,Wolf Trap NP for the Performing Arts,55,b2ccdfbb-ab59-465f-a920-97b4a95d56ce
-77.402469514535738,39.357697652919484,890,MONO,Lands - http://landsnet.nps.gov/tractsnet/documents/MONO/Metadata/mono_metadata.xml,Monocacy National Battlefield,2005-01-10T00:00:00.000Z,MD,NC,588388,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/1048181#Monocacy National Battlefield,Monocacy,56,dfc0cacc-210e-4c89-bc6e-7813c67c0b69
-77.738051800564833,39.470106714903885,891,ANTI,Lands - http://landsnet.nps.gov/tractsnet/documents/ANTI/Metadata/anti_metadata.xml,Antietam National Battlefield,2005-01-10T00:00:00.000Z,MD,NC,589057,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/1048139#Antietam National Battlefield,Antietam,57,724e2186-db5a-4d47-b9e9-4a0bdf634f79
-81.31217173108864,29.897857001429937,892,CASA,Lands - http://landsnet.nps.gov/tractsnet/documents/CASA/Metadata/casa_metadata.xml,Castillo de San Marcos National Monument,2005-02-28T00:00:00.000Z,FL,SE,307911,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047924#Castillo de San Marcos National Monument,Castillo de San Marcos,58,4d75594a-4343-46ec-a36a-364cbf5af3cb
-111.709394370059456,40.440397036447358,893,TICA,Lands - http://landsnet.nps.gov/tractsnet/documents/TICA/Metadata/tica_metadata.xml,Timpanogos Cave National Monument,2005-04-14T00:00:00.000Z,UT,IM,1446610,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2239937#Timpanogos Cave National Monument,Timpanogos Cave,59,9ffd4c8a-9927-401b-b6c9-cf141eaf7f68
-77.062419143030752,38.895841491393519,894,THIS,Lands - http://landsnet.nps.gov/tractsnet/documents/THIS/Metadata/this_metadata.xml,Theodore Roosevelt Island National Memorial,2005-05-31T00:00:00.000Z,DC,NC,2733420,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1048191#Theodore Roosevelt Island,Theodore Roosevelt Island,60,f5f452a3-d1d3-46c5-8cc5-0eadc6fc34bc
-77.051458300582539,38.878580323839344,895,LYBA,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,Lyndon Baines Johnson Memorial Grove on the Potomac,2005-05-31T00:00:00.000Z,DC,NC,530776,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1048177#Lyndon Baines Johnson Memorial Grove on the Poto*,Lyndon Baines Johnson Memorial Grove,61,bcb8163d-3a1e-41ef-b493-46c9de936624
-77.074608693039735,38.882551989778193,896,ARHO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARHO/Metadata/arho_metadata.xml,"Arlington House, The Robert E. Lee Memorial",2005-05-31T00:00:00.000Z,VA,NC,1888900,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1048142#Arlington House,"Arlington House, The Robert E. Lee Memorial",62,a750e882-1c2a-4729-87b3-05f73415128e
-83.606356564131644,36.631263835337016,897,CUGA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUGA/Metadata/cuga_metadata.xml,Cumberland Gap National Historical Park,2005-07-12T00:00:00.000Z,KY,SE,490476,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048072#Cumberland Gap National Historical Park,Cumberland Gap,63,0d7ce3c5-2f56-445a-a724-1e5d4f13758a
-111.403635507371078,35.561182728496647,898,WUPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WUPA/Metadata/wupa_metadata.xml,Wupatki National Monument,2005-07-29T00:00:00.000Z,AZ,IM,38197,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048067#Wupatki National Monument,Wupatki,64,2ad3f1a4-1c8d-405e-a8d6-d811e8ecea10
-76.900691516792918,38.98403277424066,899,GREE,Lands - http://landsnet.nps.gov/tractsnet/documents/GREE/Metadata/gree_metadata.xml,Greenbelt Park,2005-08-31T00:00:00.000Z,MD,NC,597496,Other Designation,Lands,https://irma.nps.gov/App/Reference/Profile/1048160#Greenbelt Park,Greenbelt,65,80d5004c-0064-457d-88b4-a42a6c48b57a
-88.737086227283427,34.255577049962433,900,TUPE,Lands - http://landsnet.nps.gov/tractsnet/documents/TUPE/Metadata/tupe_metadata.xml,Tupelo National Battlefield,2005-10-13T00:00:00.000Z,MS,SE,1888969,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/1048055#Tupelo National Battlefield,Tupelo,66,6e324fd0-78bc-407c-8af4-82f56adacf39
-88.728893427500552,34.506119581082537,901,BRCR,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCR/Metadata/brcr_metadata.xml,Brices Cross Roads National Battlefield Site,2005-10-13T00:00:00.000Z,MS,SE,667556,National Battlefield Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047914#Brices Cross Roads National Battlefield Site,Brices Cross Roads,67,af76b193-44bd-47cd-9fa9-e53eed8cd614
-122.87970440776165,38.055005545987832,902,PORE,Lands,Point Reyes National Seashore,2005-10-25T00:00:00.000Z,CA,PW,234493,National Seashore,Lands,https://irma.nps.gov/App/Reference/Profile/2239938#Point Reyes National Seashore,Point Reyes,68,8bb52f4b-c958-4f03-85da-1496b789139d
-79.87933363990291,32.753594266691046,903,FOSU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,Fort Sumter National Monument,2005-11-03T00:00:00.000Z,SC,SE,1222505,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047964#Fort Sumter National Monument,Fort Sumter,69,96f885b7-b7cc-498f-bd48-70fdbb82d164
-105.280339404033285,38.912602064223378,904,FLFO,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,Florissant Fossil Beds National Monument,2005-11-22T00:00:00.000Z,CO,IM,191398,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047956#Florissant Fossil Beds National Monument,Florissant Fossil Beds,70,8d2028b3-ca3c-4fab-a8eb-f64b56919d61
-111.113562903104821,33.648428847443796,905,TONT,Lands - http://landsnet.nps.gov/tractsnet/documents/TONT/Metadata/tont_metadata.xml,Tonto National Monument,2006-02-23T00:00:00.000Z,AZ,IM,35382,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048053#Tonto National Monument,Tonto,71,8ee3f2e8-dea3-421e-8e4f-f9c5720f917f
-73.926717693872732,41.768041187773164,906,HOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/HOFR/Metadata/hofr_metadata.xml,Home of Franklin D. Roosevelt National Historic Site,2006-03-07T00:00:00.000Z,NY,NE,1888929,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047983#Home of Franklin D. Roosevelt National Historic *,Home of Franklin D Roosevelt,72,cb154c6f-0e3d-4e7d-a8eb-d757b4094611
-82.016360930494642,34.142735103247411,907,NISI,Lands - http://landsnet.nps.gov/tractsnet/documents/NISI/Metadata/nisi_metadata.xml,Ninety Six National Historic Site,2006-03-20T00:00:00.000Z,SC,SE,1227788,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048027#Ninety Six National Historic Site,Ninety Six,73,9df31de6-d37e-418f-b024-a2ec3a8cd5a2
-79.824875822526991,32.84577390920645,908,CHPI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,Charles Pinckney National Historic Site,2006-03-20T00:00:00.000Z,SC,SE,1252725,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047935#Charles Pinckney National Historic Site,Charles Pinckney,74,87a2130d-e34a-408c-9582-d39dc298c640
-64.622217514084028,17.810264542253186,909,BUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/BUIS/Metadata/buis_metadata.xml,Buck Island Reef National Monument,2006-03-20T00:00:00.000Z,VI,SE,1613756,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047917#Buck Island Reef National Monument,Buck Island Reef,75,efd74b33-1e7e-42ae-b60c-778e5f5080be
-77.024308753109196,38.9108851132059,910,CAWO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAWO/Metadata/cawo_metadata.xml,Carter G. Woodson National Historic Site,2006-03-22T00:00:00.000Z,MD,NC,2085144,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048147#Carter G. Woodson Home National Historical Site,Carter G. Woodson Home,76,76013c63-8e15-4b8b-9aa2-a8358a464ad7
-112.845268086323713,37.635450879021285,911,CEBR,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBR/Metadata/cebr_metadata.xml,Cedar Breaks National Monument,2006-04-18T00:00:00.000Z,UT,IM,1439558,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047930#Cedar Breaks National Monument,Cedar Breaks,77,c232a8c4-8bed-41fd-bcc8-f3d7fd274e81
-97.340680674895395,26.703665380436519,912,PAIS,Lands - http://landsnet.nps.gov/tractsnet/documents/PAIS/Metadata/pais_metadata.xml,Padre Island National Seashore,2006-06-05T00:00:00.000Z,TX,IM,1383785,National Seashore,Lands,https://irma.nps.gov/App/Reference/Profile/2239939#Padre Island National Seashore,Padre Island,78,8567f402-889c-435f-bca8-a317038c2d6e
-109.586349779073217,38.722538647211465,913,ARCH,Lands - http://landsnet.nps.gov/tractsnet/documents/ARCH/Metadata/arch_metadata.xml,Arches National Park,2006-06-19T00:00:00.000Z,UT,IM,1455716,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2239940#Arches National Park,Arches,79,b5244c3a-d074-4889-800c-6d0e79de4cee
-70.876178899811705,42.262198836984346,914,BOHA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOHA/Metadata/boha_metadata.xml,Boston Harbor Islands National Recreation Area,2006-08-14T00:00:00.000Z,MA,NE,606990,National Recreation Area,Lands,https://irma.nps.gov/App/Reference/Profile/1047911#Boston Harbor Islands National Recreation Area,Boston Harbor Islands,80,36e77266-d8f7-4da2-b9fa-25422eb18727
-111.510376041444019,35.371142025306675,915,SUCR,Lands - http://landsnet.nps.gov/tractsnet/documents/SUCR/Metadata/sucr_metadata.xml,Sunset Crater Volcano National Monument,2006-08-11T00:00:00.000Z,AZ,IM,34968,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048047#Sunset Crater Volcano National Monument,Sunset Crater Volcano,81,7060ccfe-1c56-44cd-bfb7-01cb42888f7b
-77.030965131023976,38.908183320578303,916,MABE,Lands - http://landsnet.nps.gov/tractsnet/documents/MABE/Metadata/mabe_metadata.xml,Mary McLeod Bethune Council House National Historic Site,2006-09-21T00:00:00.000Z,DC,NC,2733422,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048178#Mary McLeod Bethune Council House National Histo*,Mary McLeod Bethune Council House,82,17fe28a9-09ba-480d-8296-6861371f332f
